,Faallo,Sun ah,Fuxshi,Goodis,Caay,Sinji-nacayb,Aan sun aheyn
,Runtii ninkaan nin cfmd qaba maaha nin dhahaya hooyadeey dhiig badana yaa ka baxaayay uma malenayo inu taam yahay dhibka jira somaliya qofka looma qiimeyo dhan walba war dadka qaar xanuunsan ayaa ka buuxa qof aan ilaaheey danbi u qoreyn inaad adiga dil… See more,1,0,0,1,1,0
,Wad laragtene dil wu dhafe wuxuu ahaa masiibo nin hoyadi gowracey,1,0,0,0,0,1
,diintu maxay Ka qabta qof maskaxiyan u xanuunsan in la qisaaso,0,0,0,0,0,1
,Waalidiinta caruurtooda qurbaha kukoriya waxaan usheegayaa in caruurta wadankii kuceliyan oo diintii labaro wlhi kuwa waxaan arkay xoolo cadiya moodid waxaas waxaa keenaya iskuulada gaalada,1,0,0,1,0,0
,Ninkani dhimir ku ahaaye subxaanallah,1,0,0,1,0,0
,Nin hooydisa dilya ma fiyowa,1,0,0,1,0,0
,Maxay yihiin dadkan u naxaya nin hooyadii dhashay jarjaray iyadoo leh ha idilin somalidu markan qiira jabaan waxoodu waa soo dhaafay wlhi,1,0,0,1,1,0
,Qofka haddii caqli ahaan ay wax ka dhiman yihiin xukun ma qabto lkn qolada badawda ah waxay barteen oo kaliya qofkii qof dila isna waa la dilaa,1,0,0,1,0,0
,Ninkaan wuuxanuusan yahay dadkaan mafahmayan miyaa nin xanuunsan qisaas malahan,1,0,0,1,0,0
,Baryahaan Dilkii waa batay iLaaahow noo Naxariiso,1,0,0,0,0,0
,Ninkan nin Fiyoow uma eko wlhi,1,0,0,1,0,0
,Qof hoyadiis dilay maha qof cafimad qaba marka in laqisaaso wa qalad wayn dastuurka diinta Karyn,1,0,0,1,1,0
,Allah unaxaristo dhamantot koley ninkan maskaxiyan bu uxanun san yahay wan lo jeda waxey ahatab qof hoyadis dilay nolal Uma qalmo,1,0,0,1,0,0
,Anakaaba naxnay bisinkee wlhi ilmo I qabaty,1,0,0,0,0,0
,Waa aduunyo shalay hoyadi buu dilay sakana isagii la dilay,0,0,0,0,0,1
,Haladilo kaa,1,0,1,0,0,0
,"wlhi somalia waliged horumar gari myso subxanallah ma qof xanuunka maskaxda qaba la dilaa
waxba ba maka la oge maxa qisaasa ala la illah ila lah bal xasinimada arka qofaan xayawanka waxba dhamin by dilayen qof cafimad qaba hoyadi iskama dileen ilhy … See more",1,0,0,1,1,0
,Qofkani maskax ahaan ayaabu ubukay ee maxay ladileen,1,0,0,1,0,0
,Rabbi ha unaxaristo,0,0,0,0,0,1
,Nin xoog wayna oo hoyadii barih hore dilay muu yhy mise wn moodaya ee qurbaha laga keenay,1,0,0,1,0,0
,Maskiinjka is dayaa maskaxddisa ma jogto hoyadi hadu Nolan lahed ma yeshen,1,0,0,1,0,0
,Ala may iska dayaan qof walan haduu ahaa qofna hooyadi isagoo miyar qaba ma tilene,1,0,0,1,0,0
,Aiduruus Moho'med Islaam cadalada ha shaqeyso,0,0,0,0,0,1
,Feeri weene ha kaa saarto hee nin hooyadiis dilay aduunyo inuu jogo ma ahan,1,0,0,1,0,0
,Ninkaa hoyadii macaan dil uquudhay in ladilo,1,0,1,0,0,0
,Washarci,0,0,0,0,0,1
,Diin tee iyo sharcigee sheegaya in la toogto nin maskax da looga jiro bal hala ii sheego,1,0,0,0,1,0
,Ma labaaray horta cfimaadkisa qofkaan intaan la xukumin,0,0,0,0,1,
,Waar somaliyey nin timam eeh hoyadis madilayee ee dadka haala baraa intii wili xukun laguqadiin,1,0,0,0,0,0
,Siwacan weye naftii naf dishaa in ladilo hoyadii buu liday walhi waadhib hooyo madil baygaysaa,1,0,1,0,0,0
,ilaa hada ma nola ninkan,1,0,1,0,0,0
,Nin walan ha ino dilinee khawaariij Dilka kagu xukumay Aween salmaan Asxaab tiisi,1,0,0,1,0,0
,Manta hoyadiisa haddii dhawac ahaani laheed iska dhaaf dhihi laheed lkn ma jogta,1,0,0,0,0,0
,248 inteey kitaabka kagataal,0,0,0,0,0,1
,ayadaas dil mashegeeyse,0,0,0,0,0,1
,Aniga joogo wax sida u wayn ma ahan,0,0,0,0,0,1
,Sas le haloso xabadeyo wax sacadan bad jogan xey kukhabauan wayabe,1,0,0,0,0,0
,"Maxaa ka doonaa weligaa maalin keliya liido tagaya , habiin howlo saqajaan lee loo aadaa""",1,0,0,1,0,0
,Dunidan Ma so marin ruux la mid ah Nabigeena Mohamed kusali nebigena mohamed scw scw scw ﷺ,0,0,0,0,0,1
,Liido runta markii Loo hadlo rag&dumar is qabo maba aadan inta badan dad is qaboo leer&qabow gurigoodi ka waayey liido u doontayna ma jiraan ama sheeko xaqiiqada waa la wada og yahaye bil ramadaan lagu jiraa xataa isma dhahaan dhalin Yara da qaar gabdh… See more,0,0,0,0,0,1
,Rabi hanaga dhigo dadka maalinta qiyaame jannada lagu casuumo aamiin aamiin waa Bil Ramadan,0,0,0,0,0,1
,Ilahow taajir Naga dhig ani iyo qofka qoralkeyga aqrinaayo,0,0,0,0,0,1
,Waan ugu talo galney Xabadaha kala socda oo Tarawiixda taga 11 bilood baad waan laydhsaneyna ku hayseene,1,0,0,0,0,0
,Video Maka Soo duubtay Munasar baahi,1,0,0,1,0,0
,Adoo leer doontay wadnaha halagu jaro xanunwaye,0,0,0,0,0,1
,Dhashiike la isku garaacay munasarow,1,0,0,0,0,0
,Subxnlh Waaba soone maxaa xiligaan halkaas geeyay iyaga,1,0,0,0,0,0
,Kuwa maanta jaanis isku waayey soon dartiisa ayaa cawa la qash qashaadey madaale ushiisa xabad miyaad ku darteen,1,0,0,0,0,0
,Iyaga maxaa ramaadantan xeebta geeyay leersi kulahaa.,1,0,0,0,0,0
,Sacaan leerta laqadanayo maxeetahay waa dhaqn xumo Ramadanka fadligiisa maka faa iideestanoo Halagaraaco qofkii liiido lagu arko ramadaanka,1,0,1,1,0,0
,Nisa iyo dharcad aa kala shakiyey,1,0,0,0,0,0
,Ramadaan kareem.,0,0,0,0,0,1
,Dee mxaa ku dhigey kadaba carar,0,0,0,0,0,1
,Horta ya kuso waramo munasro wan Ku yabaye,0,0,0,0,0,1
,Hoyada was idho bulaca leh benta joji lido anga jogno lawo murantay oo lakla qabtay kabdan ma dhicine ee fiyuuska asgarta haku radsan indho naasow,1,1,0,1,1,0
,Leer beela naayaara xaliimo suhuurta kariya fadhiya guryaha,1,0,0,1,0,0
,Hbnkaan Aado lee Aan idinka Nabad Helo,0,0,0,0,0,1
,Kuwaan xalayto so arkay kuwo is leyn rabo waa u ekayeen sababtuna dadka ayeyba ku warereen sey meelba mar uga calinayan qarkoodna Uma dulqadan karan dhibkaas qarbaa la dagalaya dadka qaarna waxey isku deyayaan inee si xal mastuur ah wax ugu shegaan waa qasab qilaafku,0,0,0,0,0,1
,Liido maxaa laga doonaa iyadoo Ramadaan lagu jiro war dadkaas bishaan jaaniskeeda yee iska qasaarin Ramadaanta kale inee Gaarayaan Allah Ayaa ogee,0,0,0,0,0,1
,Waxaan sugnaaba waa Saad cararkaaga usootabiso legenow,0,0,0,0,0,1
,Maskiintii waka so cararey Geysi I maleysay Xabad Man U Fadhin kraa,1,0,0,1,0,0
,Walalow adigoo dad waaweyn wax ushegayo maxaa ilma o kale wax uguso qortaane!,1,0,0,1,0,0
,Cagta wax ka dayay lagu lahaa,0,0,0,0,0,1
,Waan somahanay maahane wan kugusii fogaan lahaa,0,0,0,0,0,1
,Maxaa laga jiryaa horta maa xfd hortee gebero la dhigto leer hadi la rabo,1,0,0,0,0,1
,Xeeb liido maxa laga sameyna waba bil ramadane,1,0,0,0,0,0
,Isdajiya Aniga ayaa imaday waxana usocday kuwa Manta Leyshegay inay soomin Raban neh inay Bire Hadd neh umada Been ushegan Ayay dhahan wale Bisha Lama Argen Nasib wanaag way igacararen,0,0,0,0,0,1
,Kulelka jiro ayagoo Iska leer sanayo mey ka nixiyen,0,0,0,0,0,1
,Ani ka mid ahaa anigoo qoteey u sheekeeynaayo iyadana ppe ku heeyso baa meesha kala carar ka dhacay ani iyada hadda waan kala dhunnay,1,0,0,0,0,0
,Kuwaas leerta iska qaadanayo maa leertii dhameeyey magaalada waa kuleyl,0,0,0,0,0,1
,Garanay,0,0,0,0,0,1
,Ayadoo sheeko ii wado bee bilaabatay waakala cararne taleefan iga qaban meeyso,0,0,0,0,0,1
,Wey ku saxnaayeen ciidanku dhalin yaro 11 bilood ban xaaladeenu bariga dhexe ahayde bishaan aan ka.faaideysano si.aan aduun iyo aakhiro u liibaano,0,0,0,0,1,1
,Kuwa liida aadaayo,0,0,0,0,0,1
,"Ilahaw naga aqbal soonkena ayagana soo hanuuni""",0,0,0,0,0,1
,Ani hda ka imaadeyy seef waye benta Daaa Dufarti ku dhashY was,1,1,0,1,0,0
,Hakala cararaan maahee kabahana haka go aan yaa yiri bil Ramadan balasha iska gala waliba bada alle agteeda,1,0,0,0,0,0
,Wn ku jiraa qofteyda wa kala dhumney.,0,0,0,0,0,1
,Wan nabad qabna Indho buurow Beeenta kadaa waa bil ramadaane.,1,0,0,1,1,0
,Saan aan ka dhacday,0,0,0,0,0,1
,Habeeno badan cuqdad igeliyen Lamanaha mesha joogo Hala xabadeyo kkk,1,0,1,0,0,0
,Ramadan xata mala aada war juf Ku noqda inti adey dhan,1,0,0,0,0,0
,Dhib iyo hoog iyo xabad unbad soo sheegtaaa ee nio mamooryaan baad ahaan jirtay?,1,0,0,1,0,0
,Waxey u joogeen ayaaba dulmi ah,1,0,0,0,0,0
,Soomalida waxan Kula yaabay Xaasidnimada iyo Baqiilnimada. Lacag kaama baxayso follow isoo dheh wiil wllkaa ayan ahaye..,1,0,0,1,1,0
,Cagta waxmaku arkeenhee?,0,0,0,0,0,1
,Bbe kabteydi ma ragtey ma ka dhacdey,0,0,0,0,0,0
,Labada geesood ee Liido geyskee fadhiisataa taliye ?,0,0,0,0,0,1
,Laba mugdi,0,0,0,0,0,1
,"Yaaah Waa sii galooyaah
kala wareeh",0,0,0,0,0,1
,Beenaale wax weyn maaha,1,0,0,1,0,0
,"Culeys walpo oo ku heysto allaha kaa qaado waa Bil Ramadan hadii aad ii tabato follow,,da mahadsanid",0,0,0,0,0,1
,Caawa unbaad War fiican sheegtay,1,0,0,0,0,0
,Kabehega ka cararay xitaa,0,0,0,0,0,1
,Cagta hadii wax laga deyay maxa laga soo helay??,0,0,0,0,0,1
,Adiguba caqlaad leedehe Carar mxaa dhaamo,0,0,0,0,0,1
,Yawaye cida ramadaan sheeko u aadeeso,0,0,0,0,0,1
,hala cibaadeysto walalyal liido iyo dhib jeclaa umadan,1,0,0,1,0,0
,Beenta dhaaf nio wax ween maysan aheen wax saas noo saameeyayna ma ahan.,1,0,0,1,0,0
,Taraawiix maa lagu dukanaayay meesha maxaa laga qabanayaa xiligaan,0,0,0,0,0,1
,War mahad salad dadku tarawiix haa duukqdan ee kaa dhamow,1,0,0,0,0,0
,Habeen kasta kala caydhin lahaa anigu mudan yaxyaxa ee isku wada naban marki habeenki la gaadho,1,0,0,0,0,0
,"Dadka qaar ayaa yidhaa maxay xamar hadh iyo habeenba uqaraxdaa, maxaa ka soocay deeganada kale ee soomaalidu dagto oo ay dhibka ugu caantahay, jawaabtu waa tan hadaba, xamar waa meesha qudhaata ee lagu tunto xeebaha iyadoo lagu jiro bil barakadeeda iyo… See more",1,0,0,1,1,0
,Muusow hada wxn ma wx darjiin lala so fadhista ah weey carareen mxey tahy ma xabdi fiirsan lahayen marka,0,0,0,0,0,1
,Ilaa lido maxa si wade hadey ler rabaan,1,0,0,0,0,0
,xaliimo see wax yeeshay orad xumada nagadaa oo orodka qurxi,1,0,0,1,0,0
,Hbn sidaas oo kale dhacday xasuusta sxbkey Mahad A Keinan xabada marke jogsatay ayuu biyaha kaso baxay hh,0,0,0,0,0,1
,masheegee marka,0,0,0,0,0,1
,Alx ani wa nabad qawa kkk,0,0,0,0,0,1
,Dalku farmaajuu rabaa,1,0,0,0,1,0
,bad baadiyaha Qaranka,0,0,0,0,0,1
,"Sidee Munasarow, Qaabkee U leersanayeen, War aba Noo heysaaa, Vidio kasoo diyaari",0,0,0,0,0,1
,Qofteyda san ukala cararnay ilaa iyo hada wa radinoya,0,0,0,0,0,1
,Adi ishaada maku aragtey wax Kala cararayo?,0,0,0,0,0,1
,Bil Ramadan iyaga maxey ka dooneen xeebta,1,0,0,0,0,1
,Cawa dhanaa isqurxinayay leerti ayba naga qaseen uf,1,0,0,1,0,0
,Kursiga aa ku fadhiyay baa illa taleex lasoo fakaday kk,0,0,0,0,0,1
,Tarawix ma adan miya,0,0,0,0,0,1
,Aasiya hada xage mari haysaa,0,0,0,0,0,1
,Soo fakir ee wax kale nooso qor indha bulacoow,1,0,0,1,1,0
,Meesha cibaado maa loo tagay maxaa laga qabanaayey leersi beela dheh,1,0,0,0,0,0
,Oo gabdhaha xiliga maxaa warejiyey yaab,1,0,0,0,0,0
,Xaa naka galay marka,1,0,0,0,0,0
,Wariye sare qaabkee u leersanayeen na tus,0,0,0,0,0,1
,Bisinke ramadan maa baddah la aadah,0,0,0,0,0,1
,Hasoo laabanina dheh,0,0,0,0,0,1
,Ramadan maxa liido geYe edab daradas,1,0,0,1,0,0
,Malaayacniga xeebta loofadhisana waan fahmi la ahay,1,0,0,0,0,0
,Cagta waxay ka dayeen maku arkeen hee?,0,0,0,0,0,0
,tii aan lasocday waa kasoo cararay tu baadiya hada aragtan waa qoftyda haligu soo hagajiyo,0,0,0,0,0,1
,Sawir maka haysaa,0,0,0,0,0,1
,ani iyo saxiibtay waa kala lunayey ilahaygiii naga badbadiyey shartodda baa mahadaas iska leh,1,0,0,0,0,0
,M.a dawlda diin baa ka muuqto ayaamahaan,1,0,0,1,1,0
,ALLA foolxumaa markaa naag aa gurigeeda kasoo waday aa gacanta qabsatid lana carartid hhhh,1,0,0,1,0,0
,Mey salada Adaan oo ey kaa faa ideystaan Bishan maxaa geyey melaha lagu caweeyo,1,0,0,0,0,1
,Anaga maxa uqabankarna so ramadan lagumajiro maxa geeyay,1,0,0,0,0,0
,Ramadaantana maa la tagaa liido. Alla Mogadishaa,1,0,0,0,1,0
,ma sheegee marke,0,0,0,0,0,1
,Waaba soon ee xaa liido laga qaba maala.cibaadeesto,1,0,0,0,0,0
,AdkaataY kabaxso,0,0,0,0,0,1
,Naftu orodbey kugu aaminta,0,0,0,0,0,1
,Subxnalah liido maxa laga qabanay,1,0,0,0,0,0
,Cagta wax ka dayay mxa laga wada,0,0,0,0,0,1
,Liido ninki. Sacan joogo eyado wali bil ramadan tahay Haku dhinto meesha maxo kaqawana mo cibadesto,1,0,0,0,0,1
,Ramadan xitaa liido malagu leersanaa ilaahey malaga cabsanaayo miyaa somaliyey kk,1,0,0,0,0,0
,Anika joge Ciyal labo Xabadod ride Ahayen umad Benta kadhaf,1,0,0,1,0,0
,"In si toos ah xabada logu rido ayee aheed kuwa meshaas sheeko iyo lmaano ahaan u,aaden bad haben waliba xili bil barkeysan ah mee masaajidka camiraan",1,0,1,0,0,0
,"Soonkan miyeeba leersi liido u aadeen anagana mesha ku afurnay ka kici la,anahay",0,0,0,0,0,1
,Amniga save wayeh,0,0,0,0,0,1
,Benta dhaf Aniga mesha joogo,1,0,0,1,0,0
,Soo ma ahan Marka in lala xisaabtamo cidii qaadi laheed masuuliyadaas,0,0,0,0,0,1
,Balaayo been badan,1,0,0,1,0,0
,"Dadkaas ramadaan iyo uma kala xisaabno inta ugu badan wax is qabo maba aadaan taraawiix lagu soo baxaa liido loo
balaaa
yaab",1,0,0,0,0,0
,Ramadan maxa lido geyay ayaga,1,0,0,0,0,0
,Hada sideeda hore ayee ku soo laabatay,0,0,0,0,0,1
,Bil ramadan xita liida males kugu taga ler aan gurigeyga kawayay banan uma adayi,0,0,0,0,0,1
,Capass Pukaayo Atattatyy heyeelin aa carartaa,0,0,0,0,0,1
,"Mey taraawiixda aadan oo ay waqtigooda ka,faideystaan bishan kheirka badan.",0,0,0,0,0,1
,Kkkk baga Dee ramadanta xatah miyey ka nabad gali weyday,0,0,0,0,0,1
,Waba akhlaaq daro baga,1,0,0,1,0,0
,Waad kabad badisay sxb xebta anigaa joogo,1,0,0,0,0,0
,Dad an tahriibi rabina badda geeska kle ugu baxay,0,0,0,0,0,1
,Ramadankana mxa laga qabanaya meesha,0,0,0,0,0,1
,War isiiii,0,0,0,0,0,1
,Qabke ulersanayen kaso hdl wariye,0,0,0,0,0,1
,Adi maa arkay marki lagu kala cararay,0,0,0,0,0,1
,Qaabkee? Nio hadal shactiro leh baa nala wadagTay,0,0,0,0,0,1
,Soon xitaa kalama xishodaan,1,0,0,1,0,0
,Telegram ka soo dhig raga iyo dumar ka leersanayay aan aragna qaabka ay u leersanayeen,1,0,0,0,0,0
,Badda armay jid moodeen oo jiniyaashaa qaateen,1,0,0,0,0,0
,Kkkkk walaahi munasaroow mararka qaar hadalkaaga woow iga qosliyaa cagta imyaa wax laga dayay,0,0,0,0,0,1
,War Waxas layaway somali,1,0,0,0,1,0
,Horta adiga ma nagaha iyo nimanka ayaa lagu. Raciyey,1,0,0,0,0,0
,Hada anaa soo firinaa waxa jiro,0,0,0,0,0,1
,Telegram ka miyan aadna marka,0,0,0,0,0,1
,Shib iska dheh inaa ordi karo ma moodi jirin lkn cawa ogaaday,0,0,0,0,0,1
,"Galabta Anba arkay xariifad iyo xariif luuq Isla fadhiyo
Tollow ma somanen miyaa",0,0,0,0,0,1
,Wixii helay la yabay,0,0,0,0,0,1
,Oo soonka mxa xebta yalo,0,0,0,0,0,1
,Liido ha inacsiinin wllow,0,0,0,0,0,1
,Oo ramadaanka xitaa,0,0,0,0,0,1
,Ayaa cagta wax kadaeyey aa,1,0,0,0,0,0
,I qariyaay aa ka dhacday malaha,0,0,0,0,0,1
,Xariifki gabadh uu shukansanayay ka carar wa in ay Block saarto hhh,1,0,0,0,0,0
,Hadaan Cagta wax laga dayin xabad maaloo Fadhi Lahaa indha buurow,1,0,0,1,1,0
,Aa Carar Taa Ka Dhac Day,0,0,0,0,0,1
,Somalia dadka kunool sidee unooluihiin 24 h,0,0,0,0,0,1
,dagal ka socda,0,0,0,0,0,1
,cakta wax ka deyen ku lahaa,0,0,0,0,0,1
,Maxay liido u doonayan maa cibdeystaan oo ka faideystan bishaan intaas isdhuuqayeene war anagaba wax naga wareeg bdna majirine bishaan aan istiqfaarta badsano somaliyey,1,0,0,1,0,0
,"Beenaale, meel uma socono. Lol",1,0,0,1,0,0
,ilaa waberi orod le ku jiray,0,0,0,0,0,1
,Elite hotel ayan jiifey hurdadey iga qaseen nio,0,0,0,0,0,1
,Kkkk sacan maxey bada io qudhan keda maxey kadonanen mey salada aadan oo taraa wixda mey dukadan,1,0,0,1,0,0
,AMNIGA CASIMADA WAAA ALLOW SAHAL ASKARTII ayaa DhXdoooo baaba iskasinpooooooyo,1,0,0,1,1,0
,Son son waye maxa waye shekada me cibadestaan,1,0,0,0,0,0
,Liido hada maqlo madaale iguso dhaco,0,0,,0,0,1
,Sawiradooda inoo so Radi wll se u carareen aan aragnee,0,0,0,0,0,1
,Muno Bashiir Ahmadey Kabahagii Ma Uso Labatey Waba Ka carartee,1,0,0,1,0,0
,Liido maxa gee yay mee cibaa deestan daaliminta Najasta ah,1,0,0,1,0,0
,Xitaadaxa halaga toogto Aawe taraa wiixdii mrke.sacan jogan liido,1,0,1,0,0,0
,Ciidanka dawlada oo kaso horjeeda munkarka in lagu sameeyo xeebta liido madama ay tahay bil Ramadan ayaa kala buriyay dadki ku sugna xeebta liido news,1,0,0,0,0,0
,Warkan wa been commentigan waxa so qoray anigo jifo xebta oo lerta qadhanayo Munasarow,1,0,0,1,0,0
,Xabadu indho malaha qofkii u istaago ha qabsato,1,0,0,0,0,0
,Dag dag ku shin ayaa isku sow xeray risasta owged,0,0,0,,0,1
,"Mac ayey ku thy me cibadestan
mrke melha isla tgn yhin",1,0,0,0,0,0
,Iskaa bulo ilkaha ku socdo ayey ahaayen,1,0,,,,
,Son xeeb la ada maxay dahay waa dhilanimo waxas,1,0,0,1,0,0
,Taraawiixda mey tukadaan markey meelaha wareegayaan,1,0,0,,0,0
,Ramadankan maxa bad geyey dadka,1,0,0,0,0,0
,Hbn mxa lagu qaba liido,1,0,0,0,0,0
,Mid xarago igu ag martey iyadoo kabo wadan igu so laabatey,0,0,0,0,0,1
,Bil ramadan iyo liido yahuuu kuwas hubiyo halagu dhufto,1,0,1,1,0,0
,"Waa sigtay cawa liido danba la,iguma oga",0,0,0,0,0,0
,Beenta jooji ninwayn baad tahay anaga hada joogna waxna kama jiran,1,0,0,1,0,0
,Meeqo Saac ayeey aheeyd marka,0,0,0,0,0,1
,Hhhhh bada mee jid kajeexden,0,0,0,0,0,1
,Arrin yar in aad ka dhigto wax weeyn bulshada Somaliyeed kugu ma baran Munasar Maxamed,0,0,0,0,0,1
,Sureya Updy Rahman Mah'mod mxaad iiga carartay,0,0,0,0,0,1
,Waa ku fiican thy maxaa dhigay meeaha,1,0,0,0,0,0
,Caawa aniga iyo qofteyda waaba kala dhunay ar xabadaa naftaa lacarar waaye,0,0,0,0,0,1
,Meeshaan liido maahan miyaa Munasar Maxamed,0,0,0,0,0,1
,"Sidee ayay u leyrsanayeen noo soo tabi mazuul
Munasar Maxamed",0,0,0,0,0,1
,Ramadan xita liido ma la adaa bisinka,1,0,0,0,0,0
,War Ordaya Cibaadeysta,0,0,0,0,0,1
,Wa arin wangsan,0,0,0,0,0,1
,cawa balia xaabo aya tahay miya,1,0,0,1,0,0
,Waxan ahay wariye tabiyo wararka ogu dambeyey liverpool,0,0,0,0,0,1
,Please follow isodhaha liverpool fans,0,0,0,0,1,
,Dowlada sheydaanka ayey bufinayeen U maleynaa,0,0,0,0,0,1
,Aniga ku jiray naagti meel ay kabaxday ibaafi bal nio,0,0,0,0,0,1
,Hal bil amay ka sabri karaan adigo qof weyn soo orod waa dhib wlh,0,0,0,0,0,1
,Ayagaa loogu danlahaa,1,0,0,0,0,0
,Hada maqlayey wlhi anaa daga cabdacaziiz xabadaha ilahay ha.ina Amaansado,0,0,0,0,0,1
,soon xata nimanka iyo nagaha amey kala nasayan hala bursado,1,0,0,0,0,0
,Ciidanka jawiga malaga qadan karo miyaa horta,1,0,0,0,0,0
,Waa Ramadan bahasha cilmi isaga dar,0,0,0,0,0,1
,Ciidan isma xabadeeyo ee maleeahiyo badbaado qaran katirsan dheh,1,0,0,1,1,0
,Badda dhexdeeda miyey ku kala carareen,1,0,0,0,0,0
,Anaa joogo hote elite balaayo been badan soonka xitaa been maa shegee,1,0,0,1,0,0
,Bisinkow Allah Somali ayn layabey marwalpo dagal an ficada lexn ayay kujiran Allow umadeyna isfaxanseey,1,0,0,1,0,0
,Cagta xabad maa ugu dhacday,0,0,0,0,0,1
,been aad shegtay aniga jogo wax dhibane kama tagno,1,0,0,1,0,0
,"Ramadan qofka liido adayo mxu damac san yahay
away tarawixdi iyo quran aqrisku",1,0,0,0,0,0
,MAxa i kenay Ramadan waye ka dhacday,0,0,0,0,0,1
,War Somalida Dhimirka Miyey Beelehen Xita Bisha Barakeeysan ma ka Xishoon Waayeen Ilaahey Abuuray. Naclada Beerka Xabad ha laga geliyo,1,0,0,1,1,0
,Waxaan Ku Soo gudbinaa kheyrka Fadlan Walal Nagula Soo biir Oo Kheyrka Nala Faafi.,0,0,0,0,0,1
,muuqaalo kobcibaya iimaankaaga akoonkaaga aakhirana buuxinaya ee #follow soo dheh pageka,0,0,0,0,1,
,Liido iyo xiligaan oo ramadaan ah in Bada lagu shubo aheyd,1,0,0,0,0,0
,saan u ordayey waan daalay,0,0,0,0,0,1
,Mohamoud Xasan Ali MB,0,0,0,0,0,1
,Elit dabaqa saaranahy ani,0,0,0,0,0,1
,Ramadaanka xitaa mala aadaa meeshaas,0,0,0,0,0,1
,Waxaas tarawix aan ka jiray,0,0,0,0,0,1
,Adiga oo markaas xabadaada wato Xabad ha bilaawato kulahaa Hussein Sacba qofta in aad gacanta kuso dhagtid Ajey cml ula orad,0,0,0,0,0,1
,Kuwas xabadaha isku furay ajar ayaa usocda,1,0,0,0,0,1
,Ane waa kujiray maa dhahdidoo kkk,0,0,0,0,0,1
,Yaska King hhh,0,0,0,0,0,1
,Kkkkkkkkk maalinba wax iga yaabiya ayaan ku arka baraha bulshada,0,0,0,0,0,1
,Haiswasaan hadey rabaan kkk,1,1,0,1,0,0
,Madaale maasoo diray hhhh,0,0,0,0,0,1
,Mana sheege,0,0,0,0,0,1
,Ayadoo ramadaan ah lama aado,0,0,0,0,0,1
,Xeebta islahaaye,0,0,0,0,0,1
,Ramadaanka xattaa lagama baaqsanaayo miyaa,0,0,0,0,0,1
,I aamin xaafada taraawiix aan aadaynaa ay uga soo baxeen,1,0,0,0,0,0
,Nio adi nin wen madan ahen maxay tahy waxa noso tabineyso,1,0,0,0,0,0
,Kuwii shuluqiinka ahaa yaa umuslima,1,0,0,1,0,0
,Marka Ana maxa uqabana karna munasarow soo Ramadan laguma jiro iyaga maxaa liido geeye,1,0,0,0,0,0
,Habergidor iyo Abgaal dhib bay kuwadaan dalka,1,0,0,1,1,0
,Oo miyey fadhin lahayen,0,0,0,0,0,1
,Maxaaa geeyay meesha,1,0,0,0,0,0
,Dad sooman maxay liido ka doonyaan esel,1,0,0,0,0,0
,Waba Ramadan mxa xeebta geyay,1,0,0,0,0,1
,Umada nabi mohamed scw,0,0,0,0,0,1
,"Nio nin weyn maadan ahayn bal waxaad nosotabinayso fiiri, hadayna carari laheyn miyay isu dhigi lahaayeen xabadda",1,0,0,0,0,0
,beenlow war anaa joogo waxna kama jiraane,1,0,0,1,0,0
,War ileen balo,1,0,0,0,0,0
,NAG AAN 5 DOLAR UTURE BAAIGA DHUMATE,1,0,0,0,0,0
,(ey ey dhashey),1,0,0,1,0,0
,madaale mxa kaqaldan 12:am lamaba gaarine,1,0,0,0,0,0
,Aaway qasaaraha telgaramka,1,0,0,0,0,0
,Bal maxaa naga gala marka,1,0,0,0,0,0
,Hon Abdirahman Mohamed maxaa duma ugu carartay kkkkk,0,0,0,0,0,1
,Mey cibaadeystaan 11bil ayey xeeb taagnaayeen minee wax utareysee.!!,1,0,0,0,0,0
,Video lagama duubin miyaa qoral wxbo kuma fahmayne,0,0,0,0,0,1
,Maddalo Oo Naag Tomaaa Arkay,1,0,0,0,0,0
,Waaba soon xeebta liido maxa laga jarinaa haben tarawiix ma la aado iney xabada leefte ku ficned,1,0,0,0,0,0
,Habenksto inay is ku furaan fiicneedi sxb waxa yaran lahaa dembiga,1,0,0,0,0,0
,Ramadaanka xate liido maa loo leyrsi taaga,1,0,0,0,0,0
,"Wax weyn ma,ahan taraawiixda Lee loodiraaye",0,0,0,0,0,1
,Tarawiixdi Ee gas u Siiyen Hala bursado,1,0,1,0,0,0
,Ana ugu Horeye Kala cararka Wana kufay,0,0,0,0,0,1
,Abdi Omar Dhicis Kala cararkii aad sheegi jirtay wuu socdaa kkk ina aabow xeebti lido ayaa lagu Kala cararay,0,0,0,0,0,1
,Madaaale.ubaahanyihin,0,0,0,0,0,1
,Orodkaan orday Jamhuuriya kaso hadlaa,0,0,0,0,0,1
,Oo mey cibadeystan oo salaada taraawixda aadan maxaa geeyey halkasi,1,0,0,0,0,0
,Lkn Maxa Nomada shegin Say u fadhiyene,0,0,0,0,0,1
,Munasar Maxamed hooyadaa waaku jirtaa lasoco,0,0,0,0,0,1
,Kuwaas wax qusho walaraby,1,0,0,0,0,0
,Aaway Askartii iyo masuuliyintii dalkan u Dhaartay,1,0,0,0,0,0
,Maraki horab qeer mesha ku mahyn halbabiyo,1,0,1,0,0,0
,Waba bil ramadan mey iska cibadeystan,1,0,0,0,0,0
